Index,Entry,Location,Category,Label
10259,Q86YN6,Nucleus,Nucleus,5
10261,P51817,Cytoplasm,Cytoplasm,4
10262,Q9UKY0,Cell membrane,Cell membrane,2
10263,P30086,Cytoplasm,Cytoplasm,4
10264,P16284,Cell membrane,Cell membrane,2
10267,P01210,Secreted,Secreted,6
10269,P56645,Cytoplasm,Cytoplasm,4
10270,P11678,Cytoplasmic granule,Cytoplasm,4
10271,P22079,Secreted,Secreted,6
10272,Q8IYB4,Cytoplasm,Cytoplasm,4
10273,Q13608,Cytoplasm,Cytoplasm,4
10275,Q9NQP4,Nucleus,Nucleus,5
10276,Q9H7Z7,Cytoplasm,Cytoplasm,4
10277,P16234,Cell membrane,Cell membrane,2
10280,P07205,Cytoplasm,Cytoplasm,4
10281,P36871,Cytoplasm,Cytoplasm,4
10282,Q96LB9,Secreted,Secreted,6
10283,Q9C0D0,Cytoplasm,Cytoplasm,4
10284,Q8NAT1,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10286,Q13519,Secreted,Secreted,6
10287,Q12796,Nucleus,Nucleus,5
10288,Q9NPJ4,Nucleus,Nucleus,5
10289,Q01860,Cytoplasm,Cytoplasm,4
10290,Q8NBT0,Cytoplasm,Cytoplasm,4
10292,Q9P215,Nucleus,Nucleus,5
10293,Q7Z3K3,Nucleus,Nucleus,5
10296,Q9UBT6,Nucleus,Nucleus,5
10297,Q15166,Secreted,Secreted,6
10298,Q6PEZ8,Secreted,Secreted,6
10299,Q969H6,Nucleus,Nucleus,5
10300,Q9H237,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10301,Q8N131,Membrane,Membrane,9
10302,Q86YR6,Cell membrane,Cell membrane,2
10305,Q8TAE6,Cytoplasm,Cytoplasm,4
10306,P62136,Cytoplasm,Cytoplasm,4
10307,P62140,Cytoplasm,Cytoplasm,4
10308,P16298,Cytoplasm,Cytoplasm,4
10310,O75688,Cytoplasm,Cytoplasm,4
10311,Q8WY54,Nucleus,Nucleus,5
10313,Q8WVI7,Cytoplasm,Cytoplasm,4
10315,Q9NQX1,Nucleus,Nucleus,5
10316,P30044,Mitochondrion,Mitochondrion,8
10317,O75569,Cytoplasm,Cytoplasm,4
10318,O75817,Nucleus,Nucleus,5
10325,Q96A00,Cytoplasm,Cytoplasm,4
10326,Q96C90,Cytoplasm,Cytoplasm,4
10327,Q08209,Cell membrane,Cell membrane,2
10328,Q5H9R7,Cytoplasm,Cytoplasm,4
10329,Q9NPH0,Mitochondrion,Mitochondrion,8
10330,Q07869,Nucleus,Nucleus,5
10331,P48147,Cytoplasm,Cytoplasm,4
10332,P62937,Cytoplasm,Cytoplasm,4
10333,Q9UNP9,Nucleus,Nucleus,5
10334,P30405,Mitochondrion matrix,Mitochondrion,8
10335,O43447,Nucleus speckle,Nucleus,5
10336,Q9Y3C6,Nucleus,Nucleus,5
10337,P26678,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10338,O15355,Cytoplasm,Cytoplasm,4
10339,O00743,Mitochondrion,Mitochondrion,8
10346,D3DTV9,Nucleus,Nucleus,5
10350,Q9H4Q4,Nucleus,Nucleus,5
10351,Q9GZV8,Nucleus,Nucleus,5
10352,Q9HAZ2,Nucleus,Nucleus,5
10353,O75626,Nucleus,Nucleus,5
10354,Q9NQX0,Nucleus,Nucleus,5
10355,P32119,Cytoplasm,Cytoplasm,4
10356,P30048,Mitochondrion,Mitochondrion,8
10357,P51888,Secreted,Secreted,6
10358,Q7Z3G6,Nucleus membrane,Nucleus,5
10359,O43900,Cytoplasm,Cytoplasm,4
10360,P01236,Secreted,Secreted,6
10361,Q86SH4,Secreted,Secreted,6
10363,P15309,Secreted,Secreted,6
10364,Q03181,Nucleus,Nucleus,5
10365,Q9UKL6,Cytoplasm,Cytoplasm,4
10366,P35813,Nucleus,Nucleus,5
10367,O15297,Nucleus,Nucleus,5
10368,Q96MI6,Nucleus,Nucleus,5
10369,Q16821,Membrane,Membrane,9
10370,Q7Z4L9,Cytoplasm,Cytoplasm,4
10374,Q9UI14,Cell membrane,Cell membrane,2
10377,Q96NZ9,Secreted,Secreted,6
10378,Q04118,Secreted,Secreted,6
10379,O43663,Nucleus,Nucleus,5
10380,P48634,Cytoplasm,Cytoplasm,4
10382,Q9NQV6,Nucleus,Nucleus,5
10383,Q9H4Q3,Nucleus,Nucleus,5
10384,P57071,Nucleus,Nucleus,5
10385,Q5JRX3,Mitochondrion matrix,Mitochondrion,8
10386,Q8TCU6,Cytoplasm,Cytoplasm,4
10387,P04554,Nucleus,Nucleus,5
10388,Q8NHR9,Cytoplasm,Cytoplasm,4
10389,Q9HC23,Secreted,Secreted,6
10390,P27918,Secreted,Secreted,6
10391,Q9ULL5,Nucleus,Nucleus,5
10394,C9JH25,Membrane,Membrane,9
10395,O95084,Secreted,Secreted,6
10396,P62195,Cytoplasm,Cytoplasm,4
10397,Q86TP1,Cytoplasm,Cytoplasm,4
10398,P25786,Cytoplasm,Cytoplasm,4
10400,Q5VTL8,Nucleus,Nucleus,5
10401,Q6NWY9,Nucleus speckle,Nucleus,5
10404,Q96KF2,Nucleus,Nucleus,5
10408,P78395,Nucleus,Nucleus,5
10409,Q9NQV5,Nucleus,Nucleus,5
10411,Q13029,Nucleus,Nucleus,5
10412,Q9NQV8,Nucleus,Nucleus,5
10413,Q9Y2Y8,Cytoplasmic granule,Cytoplasm,4
10414,Q92954,Secreted,Secreted,6
10415,Q9UBK2,Nucleus,Nucleus,5
10416,P78527,Nucleus,Nucleus,5
10417,O60260,Cytoplasm,Cytoplasm,4
10418,P49683,Cell membrane,Cell membrane,2
10419,P16471,Secreted,Secreted,6
10420,Q86UA1,Nucleus,Nucleus,5
10421,P23942,Membrane,Membrane,9
10428,P81277,Secreted,Secreted,6
10429,Q99946,Cell membrane,Cell membrane,2
10430,Q7Z6L0,Cell membrane,Cell membrane,2
10431,P62333,Cytoplasm,Cytoplasm,4
10432,Q7Z5A4,Secreted,Secreted,6
10434,P62191,Cytoplasm,Cytoplasm,4
10435,Q8IYP2,Secreted,Secreted,6
10437,O95453,Nucleus,Nucleus,5
10438,P09874,Nucleus,Nucleus,5
10439,Q9UKK3,Cytoplasm,Cytoplasm,4
10440,Q8WXA2,Secreted,Secreted,6
10441,C9JE40,Cytoplasm,Cytoplasm,4
10442,P15863,Nucleus,Nucleus,5
10443,O43316,Nucleus,Nucleus,5
10444,Q06710,Nucleus,Nucleus,5
10445,Q9Y5B6,Nucleus,Nucleus,5
10446,Q86SE9,Nucleus,Nucleus,5
10447,Q15113,Secreted,Secreted,6
10448,Q58A44,Cytoplasm,Cytoplasm,4
10449,Q8NBM8,Secreted,Secreted,6
10450,Q53EL6,Nucleus,Nucleus,5
10451,Q14432,Membrane,Membrane,9
10452,Q8N165,Nucleus,Nucleus,5
10453,Q15118,Mitochondrion matrix,Mitochondrion,8
10455,Q86TG7,Nucleus,Nucleus,5
10457,Q96FX8,Cell junction,Cell junction,3
10460,P43088,Cell membrane,Cell membrane,2
10461,P61758,Cytoplasm,Cytoplasm,4
10464,Q9NTN3,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10465,Q5M8T2,Membrane,Membrane,9
10466,Q7Z769,Membrane,Membrane,9
10467,Q8IY50,Membrane,Membrane,9
10468,Q8TBE7,Cell membrane,Cell membrane,2
10469,P0C7Q5,Membrane,Membrane,9
10470,P0C7Q6,Membrane,Membrane,9
10471,Q9H2H9,Cell membrane,Cell membrane,2
10472,Q96JT2,Membrane,Membrane,9
10473,Q5BKX6,Membrane,Membrane,9
10474,Q86VL8,Cell membrane,Cell membrane,2
10475,Q6U841,Cell membrane,Cell membrane,2
10476,Q9H9S3,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10477,Q96HN2,Cytoplasm,Cytoplasm,4
10478,Q9Y467,Nucleus,Nucleus,5
10480,Q15020,Nucleus,Nucleus,5
10482,Q52WX2,Cytoplasm,Cytoplasm,4
10484,Q13228,Nucleus,Nucleus,5
10486,Q96IW7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10487,O75396,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10488,Q4G0G5,Secreted,Secreted,6
10489,Q9GZV3,Membrane,Membrane,9
10490,P31641,Cell membrane,Cell membrane,2
10491,P48029,Membrane,Membrane,9
10492,Q9NY72,Membrane,Membrane,9
10493,P35499,Cell membrane,Cell membrane,2
10494,Q15858,Cell membrane,Cell membrane,2
10495,P51172,Cell membrane,Cell membrane,2
10496,P34741,Membrane,Membrane,9
10497,P31431,Membrane,Membrane,9
10498,P21912,Mitochondrion inner membrane,Mitochondrion,8
10499,A6NFY7,Mitochondrion matrix,Mitochondrion,8
10500,P20132,Cytoplasm,Cytoplasm,4
10501,Q9H7L9,Nucleus,Nucleus,5
10502,Q8WTS6,Nucleus,Nucleus,5
10503,Q7Z333,Nucleus,Nucleus,5
10504,Q15637,Nucleus,Nucleus,5
10505,Q15428,Nucleus,Nucleus,5
10506,Q15393,Nucleus,Nucleus,5
10507,Q15427,Nucleus,Nucleus,5
10508,P0DMR2,Secreted,Secreted,6
10509,Q6XE38,Secreted,Secreted,6
10510,Q96PL1,Secreted,Secreted,6
10512,Q9BX95,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10513,Q9Y2Z0,Cytoplasm,Cytoplasm,4
10516,Q9Y230,Nucleus matrix,Nucleus,5
10517,P62304,Cytoplasm,Cytoplasm,4
10518,P31949,Cytoplasm,Cytoplasm,4
10519,P80511,Secreted,Secreted,6
10520,Q9BZV2,Membrane,Membrane,9
10522,Q99500,Cell membrane,Cell membrane,2
10523,Q8WUM9,Membrane,Membrane,9
10526,Q9NSA0,Cell membrane,Cell membrane,2
10527,Q9Y267,Membrane,Membrane,9
10528,A1A5C7,Membrane,Membrane,9
10529,Q8TBP6,Mitochondrion inner membrane,Mitochondrion,8
10530,Q8N5S1,Mitochondrion inner membrane,Mitochondrion,8
10531,Q8WUT9,Mitochondrion inner membrane,Mitochondrion,8
10532,Q9H2B4,Cell membrane,Cell membrane,2
10533,O43511,Membrane,Membrane,9
10534,Q9BXS9,Cell membrane,Cell membrane,2
10536,Q9NP59,Cell membrane,Cell membrane,2
10537,Q9NWF4,Cell membrane,Cell membrane,2
10539,Q14151,Cytoplasm,Cytoplasm,4
10541,Q96NU1,Nucleus,Nucleus,5
10545,Q9UL12,Mitochondrion matrix,Mitochondrion,8
10546,Q6SZW1,Cytoplasm,Cytoplasm,4
10547,P21673,Cytoplasm,Cytoplasm,4
10549,Q9H4B6,Nucleus,Nucleus,5
10551,Q96JE7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10552,P60059,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10553,Q01959,Cell membrane,Cell membrane,2
10554,Q9UPN6,Nucleus,Nucleus,5
10555,P0DPB3,Cytoplasm,Cytoplasm,4
10556,P47872,Cell membrane,Cell membrane,2
10557,Q8IWY4,Secreted,Secreted,6
10558,Q8IX30,Secreted,Secreted,6
10559,Q99470,Secreted,Secreted,6
10561,Q6UXD5,Cell membrane,Cell membrane,2
10562,Q9UGP8,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10564,Q96F10,Cytoplasm,Cytoplasm,4
10566,Q9BRL7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10567,O95487,Cytoplasmic vesicle,Cytoplasm,4
10568,O94979,Cytoplasm,Cytoplasm,4
10569,Q9Y345,Cell membrane,Cell membrane,2
10570,Q99590,Nucleus,Nucleus,5
10571,Q6AZY7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10572,Q6ZMJ2,Cell membrane,Cell membrane,2
10573,Q86SK9,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10575,P21583,Cell membrane,Cell membrane,2
10576,P13521,Secreted,Secreted,6
10577,Q96GD3,Nucleus,Nucleus,5
10578,Q8N228,Nucleus,Nucleus,5
10579,Q99250,Cell membrane,Cell membrane,2
10580,Q8IWT1,Cell membrane,Cell membrane,2
10581,Q01118,Cell membrane,Cell membrane,2
10582,Q9UQD0,Cytoplasmic vesicle,Cytoplasm,4
10583,Q9UI33,Cell membrane,Cell membrane,2
10587,Q9NQ03,Nucleus,Nucleus,5
10588,Q9H190,Cytoplasm,Cytoplasm,4
10589,Q6IQ49,Nucleus,Nucleus,5
10590,Q9UBV2,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10591,Q5TEA6,Membrane,Membrane,9
10593,P55735,Cytoplasmic vesicle,Cytoplasm,4
10595,Q8WWX9,Cytoplasm,Cytoplasm,4
10596,Q9BVL4,Mitochondrion,Mitochondrion,8
10597,Q14242,Membrane,Membrane,9
10599,Q14563,Secreted,Secreted,6
10600,Q13275,Secreted,Secreted,6
10601,Q9C0C4,Cell junction,Cell junction,3
10602,Q8IYM1,Cytoplasm,Cytoplasm,4
10604,P0DME0,Cytoplasm,Cytoplasm,4
10605,A8K8P3,Cytoplasm,Cytoplasm,4
10606,O95104,Nucleus,Nucleus,5
10607,Q86XK3,Nucleus,Nucleus,5
10608,Q9NR83,Cytoplasm,Cytoplasm,4
10609,Q9UHR5,Nucleus,Nucleus,5
10610,B4DYI2,Membrane,Membrane,9
10611,Q9NQQ7,Membrane,Membrane,9
10613,P0CK97,Membrane,Membrane,9
10614,Q6ICL7,Membrane,Membrane,9
10615,Q5T1Q4,Membrane,Membrane,9
10616,Q8N808,Membrane,Membrane,9
10617,Q96KT7,Membrane,Membrane,9
10618,L0R6Q1,Membrane,Membrane,9
10619,Q7Z2H8,Cell membrane,Cell membrane,2
10620,Q495M3,Cell membrane,Cell membrane,2
10621,Q495N2,Membrane,Membrane,9
10622,Q96QD8,Cell membrane,Cell membrane,2
10623,Q969I6,Cell membrane,Cell membrane,2
10624,Q8WUX1,Cell membrane,Cell membrane,2
10625,Q8IZM9,Cell membrane,Cell membrane,2
10626,Q9NY26,Cell membrane,Cell membrane,2
10627,Q9BRY0,Membrane,Membrane,9
10628,Q9NUM3,Membrane,Membrane,9
10629,Q8N1S5,Cell membrane,Cell membrane,2
10631,Q8IXA5,Cytoplasmic vesicle,Cytoplasm,4
10632,Q9UBE0,Nucleus,Nucleus,5
10633,P23526,Cytoplasm,Cytoplasm,4
10636,Q9Y512,Mitochondrion outer membrane,Mitochondrion,8
10637,Q6SPF0,Cytoplasm,Cytoplasm,4
10638,Q5K651,Cytoplasm,Cytoplasm,4
10639,P02743,Secreted,Secreted,6
10640,Q8TEE9,Nucleus,Nucleus,5
10643,P07602,Secreted,Secreted,6
10645,P82979,Nucleus,Nucleus,5
10647,Q8TAC9,Cell membrane,Cell membrane,2
10649,Q12770,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10650,Q8WVM8,Cytoplasm,Cytoplasm,4
10651,P05060,Secreted,Secreted,6
10652,Q6UWF3,Membrane,Membrane,9
10653,P35498,Cell membrane,Cell membrane,2
10655,Q9BYC2,Mitochondrion,Mitochondrion,8
10656,Q8WTV0,Cell membrane,Cell membrane,2
10657,Q14160,Cell membrane,Cell membrane,2
10658,Q68CR1,Membrane,Membrane,9
10659,Q9BYH1,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10660,Q12981,Mitochondrion,Mitochondrion,8
10661,Q99442,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10662,O76038,Cytoplasm,Cytoplasm,4
10664,Q9Y6D0,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10665,P62341,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10667,Q8WYJ6,Cytoplasm,Cytoplasm,4
10668,Q15019,Cytoplasm,Cytoplasm,4
10669,Q14141,Cytoplasm,Cytoplasm,4
10670,Q92599,Cytoplasm,Cytoplasm,4
10671,Q9UHD8,Cytoplasm,Cytoplasm,4
10675,P58005,Cytoplasm,Cytoplasm,4
10676,O15047,Nucleus speckle,Nucleus,5
10677,Q86TU7,Nucleus,Nucleus,5
10679,Q9Y3V2,Nucleus,Nucleus,5
10680,Q8WXD0,Cell membrane,Cell membrane,2
10682,P23297,Cytoplasm,Cytoplasm,4
10683,P06703,Nucleus envelope,Nucleus,5
10684,P06702,Secreted,Secreted,6
10685,Q9HCY8,Cytoplasm,Cytoplasm,4
10687,O95136,Cell membrane,Cell membrane,2
10688,O76082,Membrane,Membrane,9
10689,Q9Y226,Membrane,Membrane,9
10690,Q8WUG5,Cell membrane,Cell membrane,2
10691,Q9BSK2,Mitochondrion inner membrane,Mitochondrion,8
10692,Q86VD7,Mitochondrion inner membrane,Mitochondrion,8
10693,Q96H78,Mitochondrion inner membrane,Mitochondrion,8
10694,Q96RN1,Membrane,Membrane,9
10696,Q8IVJ1,Cell membrane,Cell membrane,2
10697,Q8NBI5,Membrane,Membrane,9
10698,Q96FL8,Cell membrane,Cell membrane,2
10701,Q96ER3,Nucleus,Nucleus,5
10702,Q96E40,Cytoplasm,Cytoplasm,4
10703,Q15424,Nucleus,Nucleus,5
10705,Q9BXA9,Nucleus,Nucleus,5
10706,Q9NQZ2,Nucleus,Nucleus,5
10707,Q9UPW6,Nucleus matrix,Nucleus,5
10708,Q9Y3A5,Cytoplasm,Cytoplasm,4
10709,P53992,Cytoplasmic vesicle,Cytoplasm,4
10710,P53794,Membrane,Membrane,9
10711,Q9NY91,Cell membrane,Cell membrane,2
10712,Q92911,Membrane,Membrane,9
10713,Q9Y289,Membrane,Membrane,9
10716,P60468,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10718,P30531,Cell membrane,Cell membrane,2
10719,P23975,Cell membrane,Cell membrane,2
10720,P31645,Cell membrane,Cell membrane,2
10722,Q969E2,Membrane,Membrane,9
10723,Q9Y6X3,Nucleus,Nucleus,5
10724,Q9BV35,Mitochondrion inner membrane,Mitochondrion,8
10725,Q07699,Cell membrane,Cell membrane,2
10726,O60939,Membrane,Membrane,9
10727,P57086,Nucleus,Nucleus,5
10728,Q9BWG6,Nucleus,Nucleus,5
10729,O43819,Mitochondrion inner membrane,Mitochondrion,8
10731,Q96KG9,Cytoplasm,Cytoplasm,4
10732,Q6P3W7,Cytoplasm,Cytoplasm,4
10733,O75056,Membrane,Membrane,9
10734,O00560,Cell junction,Cell junction,3
10736,Q7Z5N4,Cell membrane,Cell membrane,2
10737,Q58EX2,Cell membrane,Cell membrane,2
10738,P09683,Secreted,Secreted,6
10739,Q9H4I8,Cytoplasm,Cytoplasm,4
10740,P57772,Cytoplasm,Cytoplasm,4
10741,Q9H3S1,Cell membrane,Cell membrane,2
10742,O95754,Membrane,Membrane,9
10743,Q13591,Membrane,Membrane,9
10744,Q9P283,Membrane,Membrane,9
10745,Q9H2E6,Cell membrane,Cell membrane,2
10746,Q8WW01,Nucleus,Nucleus,5
10747,Q96HI0,Nucleus,Nucleus,5
10749,Q9HB31,Nucleus,Nucleus,5
10750,Q96T21,Nucleus,Nucleus,5
10751,P63302,Cytoplasm,Cytoplasm,4
10752,Q9NTN9,Cell membrane,Cell membrane,2
10753,Q9H3T3,Cell membrane,Cell membrane,2
10754,Q9H3T2,Cell membrane,Cell membrane,2
10755,O75326,Cell membrane,Cell membrane,2
10756,Q02383,Secreted,Secreted,6
10757,Q8NCE0,Nucleus,Nucleus,5
10758,Q9P0V9,Cytoplasm,Cytoplasm,4
10761,Q13435,Nucleus,Nucleus,5
10762,Q9Y3B4,Nucleus,Nucleus,5
10763,Q8IWL1,Secreted,Secreted,6
10764,P23246,Nucleus speckle,Nucleus,5
10765,Q96NB2,Mitochondrion membrane,Mitochondrion,8
10766,Q6P4A7,Mitochondrion inner membrane,Mitochondrion,8
10767,Q8TD22,Mitochondrion membrane,Mitochondrion,8
10768,Q8TD33,Secreted,Secreted,6
10769,O95969,Secreted,Secreted,6
10770,Q96QR1,Secreted,Secreted,6
10772,Q16586,Cell membrane,Cell membrane,2
10773,Q5BJF2,Nucleus membrane,Nucleus,5
10774,Q5FBB7,Nucleus,Nucleus,5
10775,Q562F6,Nucleus,Nucleus,5
10776,O14492,Cytoplasm,Cytoplasm,4
10778,Q6ZV89,Cell junction,Cell junction,3
10781,Q15464,Cytoplasm,Cytoplasm,4
10783,Q6S5L8,Cell junction,Cell junction,3
10784,A6NKW6,Membrane,Membrane,9
10785,Q9Y371,Cytoplasm,Cytoplasm,4
10786,O15266,Nucleus,Nucleus,5
10787,Q6ZSJ9,Membrane,Membrane,9
10788,P21815,Secreted,Secreted,6
10789,Q96LC7,Cell membrane,Cell membrane,2
10790,Q6ZMC9,Membrane,Membrane,9
10791,Q9NZV5,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10792,Q9BQE4,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10793,Q99985,Secreted,Secreted,6
10794,Q9NS98,Secreted,Secreted,6
10795,Q8NFY4,Cell membrane,Cell membrane,2
10796,P04279,Secreted,Secreted,6
10798,Q9HC62,Nucleus,Nucleus,5
10801,Q99719,Cytoplasm,Cytoplasm,4
10802,Q9Y6X0,Nucleus,Nucleus,5
10803,Q9BYW2,Nucleus,Nucleus,5
10804,Q15459,Nucleus,Nucleus,5
10805,Q12874,Nucleus speckle,Nucleus,5
10806,O75533,Nucleus,Nucleus,5
10807,Q8N474,Secreted,Secreted,6
10808,Q9HBY8,Cytoplasm,Cytoplasm,4
10809,Q96BR1,Cytoplasmic vesicle,Cytoplasm,4
10810,Q99720,Nucleus inner membrane,Nucleus,5
10812,Q9NP31,Cytoplasm,Cytoplasm,4
10813,Q9H788,Cytoplasm,Cytoplasm,4
10814,Q9NRF2,Cytoplasm,Cytoplasm,4
10817,Q99963,Cytoplasm,Cytoplasm,4
10818,Q9H299,Cytoplasm,Cytoplasm,4
10819,P04278,Secreted,Secreted,6
10820,O60902,Nucleus,Nucleus,5
10821,A0PJX4,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10825,Q96QK8,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10826,O75264,Membrane,Membrane,9
10827,Q86T20,Secreted,Secreted,6
10828,Q14190,Nucleus,Nucleus,5
10829,Q96ST3,Nucleus,Nucleus,5
10830,Q8IXJ6,Cytoplasm,Cytoplasm,4
10831,Q9Y6E7,Mitochondrion matrix,Mitochondrion,8
10832,P12755,Nucleus,Nucleus,5
10833,Q2VWA4,Nucleus,Nucleus,5
10834,P19634,Membrane,Membrane,9
10837,Q86UD5,Cell membrane,Cell membrane,2
10838,Q9H5Y7,Cell membrane,Cell membrane,2
10839,O75094,Secreted,Secreted,6
10840,A8MWV9,Membrane,Membrane,9
10841,O43541,Nucleus,Nucleus,5
10842,P55809,Mitochondrion matrix,Mitochondrion,8
10843,Q8WVN6,Cell membrane,Cell membrane,2
10844,Q9NQ36,Secreted,Secreted,6
10845,Q9NX18,Mitochondrion matrix,Mitochondrion,8
10847,O95025,Secreted,Secreted,6
10848,O15041,Secreted,Secreted,6
10849,Q9NPR2,Membrane,Membrane,9
10850,Q92854,Cell membrane,Cell membrane,2
10851,Q7Z6J9,Nucleus,Nucleus,5
10852,Q9P0U3,Nucleus,Nucleus,5
10853,Q9NVA2,Cytoplasm,Cytoplasm,4
10854,Q6ZU15,Cytoplasm,Cytoplasm,4
10855,Q9UH03,Cytoplasm,Cytoplasm,4
10856,Q9NRX5,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
10857,Q86VE9,Cytoplasm,Cytoplasm,4
10858,Q96HF1,Secreted,Secreted,6
10859,Q9NPC8,Nucleus,Nucleus,5
10860,Q8N196,Cytoplasm,Cytoplasm,4
10861,Q86WV1,Cytoplasm,Cytoplasm,4
10862,Q96A28,Membrane,Membrane,9
10863,Q8ND83,Cytoplasm,Cytoplasm,4
10864,Q13239,Cytoplasm,Cytoplasm,4
10865,Q14493,Cytoplasm,Cytoplasm,4
10866,Q9H156,Membrane,Membrane,9
10867,O94991,Membrane,Membrane,9
10869,Q9P0V3,Membrane,Membrane,9
10871,Q9Y566,Cytoplasm,Cytoplasm,4
10874,Q96PQ1,Membrane,Membrane,9
10875,Q8N7X8,Membrane,Membrane,9
10876,O15389,Membrane,Membrane,9
10877,Q9Y286,Membrane,Membrane,9
10878,P0DJ93,Membrane,Membrane,9
10879,P0DL12,Membrane,Membrane,9
10880,P81133,Nucleus,Nucleus,5
10881,A6NLE4,Cell membrane,Cell membrane,2
10882,A0A1B0GUW7,Membrane,Membrane,9
10883,Q8NCU8,Membrane,Membrane,9
10885,Q9BPZ7,Cell membrane,Cell membrane,2
10886,O75182,Nucleus,Nucleus,5
10887,Q9P1W8,Membrane,Membrane,9
10888,O15304,Cytoplasm,Cytoplasm,4
10889,Q9UIU6,Nucleus,Nucleus,5
10890,Q96BD8,Cytoplasm,Cytoplasm,4
10891,Q8WVK7,Cytoplasm,Cytoplasm,4
10892,Q8IX90,Cytoplasm,Cytoplasm,4
10893,Q9Y448,Nucleus,Nucleus,5
10894,Q15477,Nucleus,Nucleus,5
10895,Q9UBY0,Membrane,Membrane,9
10897,Q14940,Membrane,Membrane,9
10899,Q4ZJI4,Cell projection,Cell projection,1
10900,Q13291,Secreted,Secreted,6
10901,Q9NQ25,Membrane,Membrane,9
10902,Q9P270,Cytoplasm,Cytoplasm,4
10903,Q9H6Q3,Cell membrane,Cell membrane,2
10904,Q9BRT9,Cytoplasm,Cytoplasm,4
10905,Q68CJ6,Nucleus speckle,Nucleus,5
10906,Q9GZT3,Mitochondrion,Mitochondrion,8
10907,O75093,Secreted,Secreted,6
10908,O94813,Secreted,Secreted,6
10910,Q9NWH9,Nucleus,Nucleus,5
10911,P0DP57,Secreted,Secreted,6
10913,Q15797,Cytoplasm,Cytoplasm,4
10914,Q15796,Cytoplasm,Cytoplasm,4
10915,P84022,Cytoplasm,Cytoplasm,4
10916,Q8WU79,Cytoplasm,Cytoplasm,4
10917,Q9UHJ3,Nucleus,Nucleus,5
10918,Q9NTJ3,Nucleus,Nucleus,5
10919,Q9NRQ5,Membrane,Membrane,9
10920,Q9BVW6,Membrane,Membrane,9
10921,Q9BQ49,Membrane,Membrane,9
10922,Q9H3U7,Secreted,Secreted,6
10923,Q99954,Secreted,Secreted,6
10924,Q8TAQ2,Nucleus,Nucleus,5
10925,Q9H4L7,Nucleus,Nucleus,5
10926,Q92925,Nucleus,Nucleus,5
10927,Q9BWW7,Nucleus,Nucleus,5
10928,Q7RTU7,Nucleus,Nucleus,5
10929,Q9NVU7,Nucleus,Nucleus,5
10930,Q86SQ7,Cytoplasm,Cytoplasm,4
10931,P48061,Secreted,Secreted,6
10932,P31040,Mitochondrion inner membrane,Mitochondrion,8
10933,Q9NRP4,Mitochondrion matrix,Mitochondrion,8
10934,Q13214,Secreted,Secreted,6
10935,Q9BSV6,Nucleus,Nucleus,5
10936,Q9H4L4,Nucleus,Nucleus,5
10937,Q9GZR1,Nucleus,Nucleus,5
10938,P49908,Secreted,Secreted,6
10940,A6NH21,Membrane,Membrane,9
10941,A8MV23,Secreted,Secreted,6
10942,Q9Y6P5,Nucleus,Nucleus,5
10943,P58004,Cytoplasm,Cytoplasm,4
10944,Q5T4F7,Secreted,Secreted,6
10945,Q6UW10,Secreted,Secreted,6
10946,Q9H9B4,Mitochondrion membrane,Mitochondrion,8
10947,A0A1B0GVV1,Membrane,Membrane,9
10948,O00241,Membrane,Membrane,9
10949,Q5TFQ8,Membrane,Membrane,9
10950,Q9H106,Secreted,Secreted,6
10951,Q15475,Nucleus,Nucleus,5
10952,O95343,Nucleus,Nucleus,5
10953,O95475,Nucleus,Nucleus,5
10954,Q9BXT8,Cytoplasm,Cytoplasm,4
10955,Q96EP0,Cytoplasm,Cytoplasm,4
10956,Q969K3,Cell membrane,Cell membrane,2
